input_text	target_text
Me gusta visitar las iglesias porque tienen mucho historia	Me gusta visitar las iglesias porque tienen mucha historia
Y afuera de unas iglesias estan elefantes! Cuando mi familia visitan la playa, allí están caballos y mi hermana y yo jugamos con los caballos	¡Y afuera de unas iglesias hay elefantes! Cuando mi familia visita la playa, allí hay caballos y mi hermana y yo jugamos con los caballos
También mi hermana y yo compramos cosas en un centro comercial	También mi hermana y yo compramos cosas en un centro comercial
Muchas personas famosas visitan los centros comerciales y quiero conocer un allí	Muchas personas famosas visitan los centros comerciales y quiero conocer a alguno allí
Mi familia también les gusta mirar películas en el cine	A mi familia también le gusta mirar películas en el cine
Las películas de Bollywood son muy largo y toman tres horas o más! En la noche, yo duermo en la casa de mis abuelos en el suelo	¡Las películas de Bollywood son muy largas y duran tres horas o más! En la noche, yo duermo en la casa de mis abuelos en el suelo
No me gusta la cama porque las camas son muy incómodas	No me gusta la cama porque las camas son muy incómodas
(Me prefiero el suelo tambien porque lo está frio y India es caliente.) Todo la familia disfruta visitar India porque podemos muchas cosas allí	(Prefiero el suelo también porque está frío y hace calor en India.) Toda la familia disfruta visitar India porque podemos hacer muchas cosas allí
Y este párrafo es una descripción de mi vacación muy perfecta.	Y este párrafo es una descripción de mis vacaciones perfectas.
Mis vacaciones perfectas son a Australia	Mis vacaciones perfectas son un viaje a Australia
Ya ha visitado Europa y Costa Rica	Ya he visitado Europa y Costa Rica
Voy allí en junio después la fin de la escuela	Voy allí en junio después de la escuela
A mí no me gustan los aviones, pero me gustan viajar	A mí no me gustan los aviones, pero me gusta viajar
Hay muchos animales especiales en Australia	Hay muchos animales especiales en Australia
Yo veo cane toads y kangaroos	Yo veo sapos y canguros
Yo visito una ubicación especial por koalas	Yo visito un lugar especial de koalas
Yo visito la isla de penguins	Yo visito la isla de pingüinos
No me gusta las ciudades, pero yo veo la opera en Sydney	No me gustan las ciudades, pero yo veo la ópera en Sydney
Yo prefiero al aire libre	Yo prefiero el aire libre
Me gusta excursionismo	Me gusta hacer excursiones
Yo excursionismo en los parques nacionales de Australia	Yo voy de excursiones en los parques nacionales de Australia
Yo nado en la Great Barrier Reef antes todo de eso muere	Yo nado en la gran Barrera de Coral antes de que todo eso muera
En la reef de coral, yo veo mucha coral y muchos pescados y muchas tortugas	En el arrecife de coral, yo veo mucho coral y muchos peces y muchas tortugas
Yo voy a la playa de Bondi y otras playas	Yo voy a la playa de Bondi y otras playas
Yo nado y tomo el sol	Yo nado y tomo el sol
Yo voy en un tour de vino	Yo voy por un tour de vino
Yo voy en el aire balloon calor	Yo voy en un globo aerostático
Yo soy vegetariana, pero Australia es muy famosa por los platos de carne y pescado, especialmente los pasteles de carne	Yo soy vegetariana, pero Australia es muy famosa por los platos de carne y pescado, especialmente los pasteles de carne
Yo no como los pasteles de carne	Yo no como los pasteles de carne
En Australia muchas personas le gusta pan tostado con Vegemite	En Australia a muchas personas les gusta pan tostado con Vegemite
A mi no me gusta Vegemite porque hay más sal	A mí no me gusta Vegemite porque tiene más sal
Yo prefiero comer pan tostado con mantiquilla y miel	Yo prefiero comer pan tostado con mantequilla y miel
Australia es muy famosa por las cervezas y los vinos	Australia es muy famosa por las cervezas y los vinos
Yo voy en el tour de cerveza o el tour de vino	Yo voy por el tour de cerveza o el tour de vino
Australia es muy famosa por 'Lamington' también	Australia es muy famosa por 'Lamington' también
'Lamington' es un pastel con chocolate y coco	'Lamington' es un pastel con chocolate y coco
A mí me gustan chocolate y coco	A mí me gustan chocolate y coco
Yo quiero ir en mi vacciones perfectas	Yo quiero realizar mis vacaciones perfectas
Yo quiero visitar Australia ahora.	Yo quiero visitar Australia ahora.
Mi vacación perfecta sería un viaje a visitar a de todo sud américa	Mis vacaciones perfectas serían un viaje a visitar Sudamérica
Todo empezaría con agarra el avión en sacramento para llegar a México	Todo empezaría con el vuelo desde Sacramento para llegar a México
Cuando llegué a Guadalajara, me gustaría pasarme una semana para conocer la ciudad y la gente	Cuando llegue a Guadalajara, me gustaría pasarme una semana para conocer la ciudad y la gente
Ya que soy joven, me gustaría juntarme con jóvenes de mi edad para ver como ellos disfrutan ahí	Ya que soy joven, me gustaría juntarme con jóvenes de mi edad para ver como ellos disfrutan ahí
Después de la semana, regresaría a mi estado natal, *STATE*	Después de la semana, regresaría a mi estado natal, *STATE*
En *STATE* tengo a toda la familia por parte mi mamá y siempre les visito cuando visito a México	En *STATE* tengo a toda la familia por parte de mi mamá y siempre les visito cuando visito México
En Tepic, llevaría a mis primas a los antros, restaurantes, y donde quieran a su gusto	En Tepic, llevaría a mis primas a los antros, restaurantes, y donde quieran a su gusto
Para la mayoría de la gente de México, dinero es algo que cuidan mucho y lo ahorran, pero para mí es algo que uso para disfrutarme	Para la mayoría de la gente de México, el dinero es algo que cuidan mucho y ahorran, pero para mí es algo que uso para disfrutarme
En esta situación hipotética, el dinero no es un problema y es ilimitado y con eso voy a disfrutarme a mi gusto	En esta situación hipotética, el dinero no es un problema y es ilimitado y con eso voy a disfrutarme a mi gusto
En seguida, llevaría a mi prima favorita con mi a conocer a países como Guatemala, Honduras, Venezuela, Colombia, y por fin a Brasil antes de regresarme a los Estados Unidos	Enseguida, llevaría a mi prima favorita conmigo a conocer los países como Guatemala, Honduras, Venezuela, Colombia, y por fin Brasil antes de regresarme a los Estados Unidos
En Guatemala, visitare los templos de las Mayas para imaginarme cómo era la vida en ese siglo	En Guatemala, visitaré los templos de los Maya para imaginarme cómo era la vida en ese siglo
Me gustaría visitar Guatemala para conocer a la gente indígena y su cultura vibrante	Me gustaría visitar Guatemala para conocer a la gente indígena y su cultura vibrante
Igual como en Guadalajara, buscaría a chicos de mi edad para aparte también conocer Guatemala por la perspectiva de los jóvenes	Igual como en Guadalajara, buscaría a chicos de mi edad para también conocer Guatemala desde la perspectiva de los jóvenes
A pesar de eso, también hacer las cosas de turistas, aunque eso es estereotípico	A pesar de eso, también me gustaría hacer las cosas de turistas, aunque eso es estereotípico
En los países que me faltan haría lo mismo, pero llevarme al mismo una persona de cada país que visito para al final tener un grupo grande de diferentes personas	En los países que me faltan haría lo mismo, pero llevarme conmigo a una persona de cada país que visito para al final tener un grupo grande de diferentes personas
Durante mi viaje, me aseguraría de tomar muchas fotos de todo que veo y de mí mismo con las amistades que haría	Durante mi viaje, me aseguraría de tomar muchas fotos de todo que veo y de mí mismo con las amistades que haría
Aparte, probaría la comida típica y también lo exótico	Aparte, probaría la comida típica y también lo exótico
Aunque describo mi idea de mi perfecto viaja, a la misma vez, mi vacación perfecta sería un viaje donde no me preocupo de nada y estoy con amistades viajando por donde sea, pero todos juntos disfrutando del momento.	Aunque describo mi idea de mi perfecto viaje, al mismo tiempo, mis vacaciones perfectas serían un viaje donde no me preocupe de nada y esté con amistades viajando por donde sea, pero todos juntos disfrutando del momento.
La vacación perfecta para mi seria en Europa	Las vacaciones perfectas para mí serían en Europa
Para empezar, me iría a Europa cuando es tiempo del clásico de Real Madrid contra FC Barcelona	Para empezar, me iría a Europa durante el tiempo del clásico de Real Madrid contra FC Barcelona
Empiezo en España, y pruebo todas las comidas de ahí	Empiezo en España, y pruebo todas las comidas de ahí
También quiero tomar, bailar, conocer la gente de ahí, y en general divertirme al máximo	También quiero tomar, bailar, conocer a la gente de ahí, y en general divertirme al máximo
Después quiero conocer muchas atracciones de Madrid, y en especial quiero ir al estadio de Santiago Bernabéu	Después quiero conocer muchas atracciones de Madrid, y en especial quiero ir al estadio de Santiago Bernabéu
Ahí sería perfecto ver un partido de Real Madrid y hasta mejor sería ver el clásico contra FC Barcelona	Ahí sería perfecto ver un partido de Real Madrid y hasta mejor sería ver el clásico contra FC Barcelona
Después de Madrid, quisiera visitar a Barcelona, porque he oído que es precioso	Después de Madrid, quisiera visitar Barcelona, porque he oído que es preciosa
Cuando acabo en España, quiero ir a Francia	Al terminar mi tiempo en España, quiero ir a Francia
Ahí también quiero comer y visitar las atracciones como La Torre Eiffel	Ahí también quiero comer y visitar las atracciones como La Torre Eiffel
Después de Francia, me iría a Italia	Después de Francia, me iría a Italia
Por seguro ahí quiero comer mucho	Por seguro ahí quiero comer mucho
Quiero probar muchas pizzas y pastas	Quiero probar muchas pizzas y pastas
También cuando estoy en Italia quiero probar gelato	También en Italia quiero probar gelato
Quiero irme a Roma donde puedo visitar el Vaticano	Quiero irme a Roma donde puedo visitar el Vaticano
Después de conocer el Vaticano, quiero conocer el Coliseo	Después de conocer el Vaticano, quiero conocer el Coliseo
Como soy religiosa me interesa mucho ir a visitar el Velo de Verónica en Italia, donde tienen el velo que Verónica uso para limpiar la cara de Jesús cuando llevaba la cruz para ser crucificado	Como soy religiosa me interesa mucho ir a visitar el Velo de Verónica en Italia, donde tienen el velo que Verónica usó para limpiar la cara de Jesús cuando llevaba la cruz para ser crucificado
Mi último país que visitaría en mi vacación en Europa seria Grecia	El último país que visitaría en mis vacaciones en Europa sería Grecia
En Grecia quisiera visitar el Acrópolis de Atenas, y también quiero ver donde jugaban los juegos olímpicos	En Grecia quisiera visitar el Acrópolis de Atenas, y también quiero ver dónde jugaban los juegos olímpicos
Para acabar mis vacaciones en Grecia y en Europa, me iría a Santorini, Grecia	Para acabar mis vacaciones en Grecia y en Europa, me iría a Santorini, Grecia
Es una isla bien bonita, y acabaría mis vacaciones ahí con comida buena, una copa de vino, y viendo el mar.	Es una isla bien bonita, y acabaría mis vacaciones ahí con comida buena, una copa de vino, y una vista del mar.
Me gusta viajar a otros países mucho	Me gusta viajar a otros países mucho
Esta vez yo quiero viajar un país en otro continente	Esta vez yo quiero viajar a un país en otro continente
Yo voy a visitar unas ciudades en China durante el verano	Yo voy a visitar unas ciudades en China durante el verano
Por este viaje, yo voy a viajar con mis padres	En este viaje, yo voy a viajar con mis padres
Me gusta viajar con mis padres porque ellos saben mucho	Me gusta viajar con mis padres porque ellos saben mucho
